Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-06-01 00:00:00-04:00,7.85190628282127,8.04087922692242,7.829834127979342,7.8863749504089355,876472800,0.0,0.0
2010-06-02 00:00:00-04:00,7.998551627142694,8.006413088829548,7.871259246428794,7.980713367462158,688548000,0.0,0.0
2010-06-03 00:00:00-04:00,8.017894281146853,8.029082138621032,7.873670469620002,7.9556097984313965,650106800,0.0,0.0
2010-06-04 00:00:00-04:00,7.807157959049431,7.9187273913380825,7.698914932725373,7.739128112792969,758304400,0.0,0.0
2010-06-07 00:00:00-04:00,7.809574858612209,7.835577335045871,7.575550148569608,7.587342739105225,886942000,0.0,0.0
2010-06-08 00:00:00-04:00,7.656886731002997,7.673819106149852,7.42739782296528,7.538665294647217,1000770400,0.0,0.0
2010-06-09 00:00:00-04:00,7.603370271891663,7.616372322031803,7.331853974836395,7.353320598602295,854630000,0.0,0.0
2010-06-10 00:00:00-04:00,7.402910272594183,7.588556915446253,7.323087795166832,7.574347019195557,776356000,0.0,0.0
2010-06-11 00:00:00-04:00,7.5054070377125575,7.675634269231173,7.479404551368529,7.6650519371032715,545759200,0.0,0.0
2010-06-14 00:00:00-04:00,7.739128880987893,7.8355801306933675,7.680169136793154,7.688332557678223,602960400,0.0,0.0
2010-06-15 00:00:00-04:00,7.72945271868094,7.8567450749114,7.7252196247406735,7.851907253265381,585074000,0.0,0.0
2010-06-16 00:00:00-04:00,7.8945380980298285,8.095605587831042,7.880327402880147,8.080488204956055,783678000,0.0,0.0
2010-06-17 00:00:00-04:00,8.181778797324228,8.251321678236359,8.148519579868934,8.220178604125977,872855200,0.0,0.0
2010-06-18 00:00:00-04:00,8.231669719210618,8.31481859139789,8.206573915953893,8.286698341369629,784621600,0.0,0.0
2010-06-21 00:00:00-04:00,8.396147475569906,8.43605868823788,8.125235980344804,8.16877555847168,776490400,0.0,0.0
2010-06-22 00:00:00-04:00,8.228948172562818,8.344145998088248,8.208992961597893,8.280046463012695,717262000,0.0,0.0
2010-06-23 00:00:00-04:00,8.302113939500583,8.304532849449963,8.10013899562648,8.192962646484375,768457200,0.0,0.0
2010-06-24 00:00:00-04:00,8.193875100904783,8.260394363949406,8.106191975667528,8.133404731750488,714277200,0.0,0.0
2010-06-25 00:00:00-04:00,8.165452590385078,8.17180182829312,8.036949957444596,8.063859939575195,549942400,0.0,0.0
2010-06-28 00:00:00-04:00,8.070813529909353,8.15607933431023,7.997945855312848,8.112236976623535,584948000,0.0,0.0
2010-06-29 00:00:00-04:00,7.985848919931754,7.994013145720372,7.688934952985123,7.745475769042969,1133344800,0.0,0.0
2010-06-30 00:00:00-04:00,7.761805005353543,7.799902046211378,7.559226860828524,7.605184555053711,739452000,0.0,0.0
2010-07-01 00:00:00-04:00,7.688936931506317,7.704055124468124,7.353925849273992,7.512965202331543,1022896000,0.0,0.0
2010-07-02 00:00:00-04:00,7.573738063864274,7.587042880601565,7.353320065894286,7.466402530670166,693842800,0.0,0.0
2010-07-06 00:00:00-04:00,7.589161498703263,7.643585394515708,7.442820577572405,7.517503261566162,615235600,0.0,0.0
2010-07-07 00:00:00-04:00,7.573737468472576,7.824089871505417,7.5513641601636134,7.821065425872803,654556000,0.0,0.0
2010-07-08 00:00:00-04:00,7.936263188335516,7.9489624676577755,7.706774317124392,7.803528308868408,738144400,0.0,0.0
2010-07-09 00:00:00-04:00,7.767249760761472,7.858259294501295,7.714942006619406,7.849793910980225,433322400,0.0,0.0
2010-07-12 00:00:00-04:00,7.81683352967806,7.917215902531416,7.705868826102769,7.779341220855713,562878400,0.0,0.0
2010-07-13 00:00:00-04:00,7.750015513269333,7.752433617352663,7.4509836389270365,7.613349437713623,1190924000,0.0,0.0
2010-07-14 00:00:00-04:00,7.540178823055467,7.73429079150849,7.5286881876933816,7.641467094421387,812047600,0.0,0.0
2010-07-15 00:00:00-04:00,7.505406344914843,7.769665893049826,7.477286910312728,7.602765083312988,824866000,0.0,0.0
2010-07-16 00:00:00-04:00,7.655075436506491,7.70919737356021,7.510851462705433,7.555902481079102,1039858400,0.0,0.0
2010-07-19 00:00:00-04:00,7.555296536332385,7.555296536332385,7.244473706046391,7.4252824783325195,1024478000,0.0,0.0
2010-07-20 00:00:00-04:00,7.34424965983625,7.646606230175225,7.2568685294629,7.616067886352539,1074950800,0.0,0.0
2010-07-21 00:00:00-04:00,8.015178947729181,8.016993130676864,7.679865943722852,7.687121868133545,1185671200,0.0,0.0
2010-07-22 00:00:00-04:00,7.79113382877391,7.86128063237245,7.719474802124104,7.8316497802734375,645318800,0.0,0.0
2010-07-23 00:00:00-04:00,7.7732934516343,7.872769130355187,7.74880238580806,7.8594651222229,533388800,0.0,0.0
2010-07-26 00:00:00-04:00,7.8612788737028705,7.864302511748809,7.7920395809008465,7.8395094871521,420551600,0.0,0.0
2010-07-27 00:00:00-04:00,7.8875890203942856,8.006415243578708,7.870354676517304,7.984645843505859,584771600,0.0,0.0
2010-07-28 00:00:00-04:00,7.972244904557362,8.042391697153123,7.8688388986125775,7.890305519104004,519985200,0.0,0.0
2010-07-29 00:00:00-04:00,7.882745908917868,7.941402869337952,7.7433598351277855,7.80413293838501,643806800,0.0,0.0
2010-07-30 00:00:00-04:00,7.73701256757454,7.852209567504366,7.707078141099924,7.778132438659668,448210000,0.0,0.0
2010-08-02 00:00:00-04:00,7.874587054017883,7.939593288003793,7.84979401628281,7.917219161987305,428055600,0.0,0.0
2010-08-03 00:00:00-04:00,7.891820528890729,7.959850395047345,7.843745874838633,7.919637203216553,417653600,0.0,0.0
2010-08-04 00:00:00-04:00,7.947148113496329,7.990686884045137,7.8706520938691105,7.951381206512451,420375200,0.0,0.0
2010-08-05 00:00:00-04:00,7.91358826750459,7.95743062471432,7.87791013842835,7.912681579589844,289097200,0.0,0.0
